# Manufacturer-specific trouble codes.
#
# Generated by "cargo import" — do not edit by hand.
#
# J2012 reserves these ranges but not their meanings, so the same code means
# different things on different marques. Rows carry the make where the source
# named one; an empty make is a definition the source did not attribute, and is
# used only when nothing better matches.
#
# Records are sorted by code then make; internal/dtc verifies that on load.
#
# format: code,make,description
P1744,volkswagen,Tiptronic Switch Recognition Circuit Short To Ground
P1745,,Line Pressure Solenoid System
P1745,ford,Transmission system problems
P1745,jaguar,Pressure Regulator 1
P1745,lincoln,Transmission System Problems
P1745,mazda,Line Pressure Solenoid
P1745,mercury,Transmission system problems
P1745,volkswagen,Transmission Control Unit Relay Short To B+
P1746,,Pressure Control Solenoid "A" Open Circuit
P1746,bmw,Transmission Control Module Output Stage
P1746,ford,Electronic Pressure Control Solenoid A Open Circuit
P1746,jaguar,Pressure Regulator 2
P1746,lincoln,Electronic Pressure Control Solenoid A Open Circuit
P1746,mazda,Electronic Pressure Control Solenoid Circuit Open
P1746,mercury,Electronic Pressure Control Solenoid A Open Circuit
P1746,volkswagen,Transmission Control Unit Relay Malfunction
P1747,,Pressure Control Solenoid "A" Short Circuit
P1747,bmw,CAN Bus Monitoring
P1747,ford,Electronic Pressure Control Solenoid A Short Circuit
P1747,jaguar,Pressure Regulator 3
P1747,lincoln,Electronic Pressure Control Solenoid A Short Circuit
P1747,mazda,Electronic Pressure Control Solenoid Circuit
P1747,mercury,Electronic Pressure Control Solenoid A Short Circuit
P1747,volkswagen,Transmission Control Unit Relay Open Short To Ground
P1748,,EPC Malfunction
P1748,bmw,Transmission Control Module Self Test
P1748,jaguar,Pressure Regulator 5
P1748,mazda,Pressure Control Solenoid A
P1748,volkswagen,Transmission Control Unit Self-Check
P1749,,Pressure Control Solenoid Failed Low
P1749,bmw,Secondary Pressure Solenoid Communication Error
P1749,ford,Electronic Pressure Control Solenoid Failed Low
P1749,lincoln,Electronic Pressure Control Solenoid Failed Low
P1749,mazda,Electronic Pressure Control Solenoid Circuit Low
P1749,mercury,Electronic Pressure Control Solenoid Failed Low
P1749,volkswagen,Transmission Control Unit Incorrect Coding
P1750,bmw,Secondary Pressure Solenoid Circuit Range Performance
P1750,mitsubishi,Solenoid Assembly
P1750,volkswagen,Power Supply Voltage Low
P1751,,Shift Solenoid A Performance
P1751,bmw,Secondary Pressure Solenoid Open Circuit
P1751,mazda,Transmission Shift Solenoid A Mechanical Fault
P1751,mitsubishi,A/T Control Relay
P1751,volkswagen,Power Supply Voltage High
P1752,mazda,Transmission Shift Solenoid A Circuit Shorted
P1752,volkswagen,Power Supply Malfunction
P1753,acura,TCM A/T Lockup Solenoid Valve A Fault
P1753,honda,TCM A/T Lockup Solenoid Valve "A" Fault
P1753,infiniti,TCM A/T Lockup Solenoid Valve "A" Fault
P1754,,Coast Clutch Solenoid Circuit Malfunction
P1754,mazda,Transmission Coast Clutch Solenoid Electrical Fault
P1755,,Intermediate Speed Sensor (ISS) Malfunction
P1756,,Shift Solenoid B Performance
P1756,chrysler,Governor Pressure Not Equal To Target At 15-20 PSI
P1756,dodge,Governor Pressure Not Equal To Target At 15-20 PSI
P1756,jeep,Governor Pressure Not Equal To Target At 15 20 PSI
P1756,mazda,Transmission Shift Solenoid B Mechanical Fault
P1756,plymouth,Governor Pressure Not Equal To Target At 15-20 PSI
P1756,pontiac,Governor Pressure Not Equal To Target At 15-20 PSI
P1757,chrysler,Governor Pressure Above 3 PSI When Request Is 0 PSI
P1757,dodge,Governor Pressure Above 3 PSI When Request Is 0 PSI
P1757,jeep,Governor Pressure Above 3 PSI When Request Is 0 PSI
P1757,mazda,Transmission Shift Solenoid B Circuit Shorted
P1757,plymouth,Governor Pressure Above 3 PSI When Request Is 0 PSI
P1757,pontiac,Governor Pressure Above 3 PSI When Request Is 0 PSI
P1758,acura,TCM A/T Lockup Solenoid Valve B Fault
P1758,honda,TCM A/T Lockup Solenoid Valve "B" Fault
P1758,infiniti,TCM A/T Lockup Solenoid Valve "B" Fault
P1758,jaguar,Pressure Solenoid Control System Incorrect Current
P1759,mazda,2-4 Brake Failsafe Valve Malfunction
P1760,,Pressure Control Solenoid "A" Short Circuit
P1760,buick,ECM Supply Voltage Interrupted
P1760,cadillac,ECM Supply Voltage Interrupted
P1760,chevy,ECM Supply Voltage Interrupted
P1760,ford,Transmission system problems
P1760,gm,ECM Supply Voltage Interrupted
P1760,gmc,ECM Supply Voltage Interrupted
P1760,lincoln,Transmission System Problems
P1760,mercury,Transmission system problems
P1760,nissan,Overrun Clutch Solenoid Valve Circuit
P1760,oldsmobile,ECM Supply Voltage Interrupted
P1760,saturn,ECM Supply Voltage Interrupted
P1760,volkswagen,Shift Lock Malfunction
P1761,,Shift Solenoid C Performance
P1761,bmw,Shift Solenoid Malfunction
P1761,mazda,Transmission Shift Solenoid 3 Mechanical Fault
P1761,volkswagen,Shift Lock Short To Ground
P1762,,Overdrive Band Failed Off
P1762,chrysler,Governor Pressure Sensor Offset Improper Voltage
P1762,dodge,Governor Pressure Sensor Offset Improper Voltage
P1762,jeep,Governor Pressure Sensor Offset Improper Voltage
P1762,mazda,Transmission SS3 SS4 OD Band Fault
P1762,plymouth,Governor Pressure Sensor Offset Improper Voltage
P1762,pontiac,Governor Pressure Sensor Offset Improper Voltage
P1762,volkswagen,Shift Lock Short To B+
P1763,chrysler,Governor Pressure Sensor Voltage Too High
P1763,dodge,Governor Pressure Sensor Voltage Too High
P1763,jeep,Governor Pressure Sensor Voltage Too High
P1763,mazda,Low And Reverse Brake Pressure Switch Circuit
P1763,plymouth,Governor Pressure Sensor Voltage Too High
P1763,pontiac,Governor Pressure Sensor Voltage Too High
P1763,volkswagen,Shift Lock Open
P1764,chrysler,Governor Pressure Sensor Voltage Too Low
P1764,dodge,Governor Pressure Sensor Voltage Too Low
P1764,jeep,Governor Pressure Sensor Voltage Too Low
P1764,mazda,Low And Reverse Brake Failsafe Valve Malfunction
P1764,plymouth,Governor Pressure Sensor Voltage Too Low
P1764,pontiac,Governor Pressure Sensor Voltage Too Low
P1765,,Timing Solenoid Circuit Malfunction
P1765,bmw,CAN Throttle Valve
P1765,chrysler,Trans 12 Volt Supply Relay Control Circuit Open Or Shorted
P1765,dodge,Trans 12 Volt Supply Relay Control Circuit Open Or Shorted
P1765,jeep,Trans 12 Volt Supply Relay Control Circuit Open Or Shorted
P1765,lexus,Linear Shift Solenoid Circuit Fault
P1765,mazda,Transmission 3-2 Timing Solenoid Valve
P1765,plymouth,Trans 12 Volt Supply Relay Control Circuit Open Or Shorted
P1765,pontiac,Trans 12 Volt Supply Relay Control Circuit Open Or Shorted
P1765,toyota,Linear Shift Solenoid Circuit Fault
P1765,volkswagen,Hydraulic Pressure Sensor 2 Adaptation At Limit
P1766,ford,Shift Solenoid D Performance
P1766,lincoln,Shift Solenoid D Performance
P1766,mercury,Shift Solenoid D Performance
P1766,volkswagen,Throttle Angle Signal Stuck Off
P1767,,Torque Converter Clutch Circuit Malfunction
P1767,mazda,Torque Converter Clutch Solenoid Circuit
P1767,volkswagen,Throttle Angle Signal Stuck On
P1768,,Performance / Normal / Winter Mode Input Malfunction
P1768,acura,Automatic Transmission System Malfunction
P1768,ford,Performance Normal Winter Mode Input Malfunction
P1768,honda,Automatic Transmission System Malfunction
P1768,infiniti,Automatic Transmission System Malfunction
P1768,lincoln,Performance Normal Winter Mode Input Malfunction
P1768,mercury,Performance Normal Winter Mode Input Malfunction
P1768,volkswagen,Hydraulic Pressure Sensor 2 Too High
P1769,,AG4 Transmission Torque Modulation Fault
P1769,volkswagen,Hydraulic Pressure Sensor 2 Too Low
P1770,,Clutch Solenoid Circuit Malfunction
P1770,bmw,CAN Torque Interface
P1770,mazda,Clutch Solenoid Circuit
P1770,volkswagen,Load Signal Range Performance
P1771,mazda,Throttle Position Sensor Circuit Open To Transmission Control Module
P1771,volkswagen,Load Signal Stuck Off
P1772,mazda,Throttle Position Sensor Circuit Shorted To Transmission Control Module
P1772,volkswagen,Load Signal Stuck On
P1773,acura,Automatic Transmission System Malfunction
P1773,honda,Automatic Transmission System Malfunction
P1773,infiniti,Automatic Transmission System Malfunction
P1773,volkswagen,Hydraulic Pressure Sensor 1 Too High
P1774,volkswagen,Hydraulic Pressure Sensor 1 Too Low
P1775,,Transmission System MIL Fault
P1775,mazda,Torque Down Signal 1 Circuit
P1775,volkswagen,Hydraulic Pressure Sensor 1 Adaptation At Limit
P1776,,Ignition Retard Request Duration Fault
P1776,jaguar,Ignition Retard Request Duration
P1776,mazda,Torque Down Signal 2 Circuit
P1777,,Ignition Retard Request Circuit Fault
P1777,jaguar,Ignition Retard Request Circuit
P1777,mazda,Torque Down Response Signal Circuit
P1778,,Transmission Reverse I/P Circuit Malfunction
P1778,jaguar,Transmission Reverse IP Circuit
P1778,volkswagen,Solenoid EV7 Electrical Malfunction
P1779,,TCIL Circuit Malfunction
P1779,buick,Engine Torque Delivered To TCM Signal
P1779,cadillac,Engine Torque Delivered To TCM Signal
P1779,chevy,Engine Torque Delivered To TCM Signal
P1779,ford,Transmission Control Indicator Lamp Circuit Malfunction
P1779,gm,Engine Torque Delivered To TCM Signal
P1779,gmc,Engine Torque Delivered To TCM Signal
P1779,jaguar,Load Control
P1779,lincoln,Transmission Control Indicator Lamp Circuit Malfunction
P1779,mercury,Transmission Control Indicator Lamp Circuit Malfunction
P1779,oldsmobile,Engine Torque Delivered To TCM Signal
P1779,saturn,Engine Torque Delivered To TCM Signal
P1780,,Trans Control Switch (O/D Cancel) Out of Self Test Range
P1780,bmw,CAN Torque Reduction
P1780,buick,Park/Neutral Postion (PNP) Switch Circuit Engine Torque Signal Circuit
P1780,cadillac,Park/Neutral Position (PNP) Switch Circuit Engine Torque Signal Circuit
P1780,chevy,Park/Neutral Position (PNP) Switch Circuit Engine Torque Signal Circuit
P1780,ford,Transmission Control Switch Circuit is Out of Self-Test Range
P1780,gm,Park Neutral Position (PNP) Switch Circuit Engine Torque Signal Circuit
P1780,gmc,Park Neutral Position (PNP) Switch Circuit Engine Torque Signal Circuit
P1780,lexus,PNP Switch Malfunction
P1780,lincoln,Transmission Control Switch Circuit is Out of Self-Test Range
P1780,mazda,Transmission Control Switch Circuit, Overdrive Off Switch Not Cycled During The Self Test
P1780,mercedes,Modulation Pressure Switchover Valve ATCC Y34 Or Upshift Delay Switchover Valve ATCC Y35
P1780,mercury,Transmission Control Switch Circuit is Out of Self-Test Range
P1780,nissan,Transmission Control Switch Circuit Overdrive Off Switch Not Cycled During The Self Test
P1780,oldsmobile,Park Neutral Position Switch Circuit Engine Torque Signal Circuit
P1780,saturn,Park Neutral Position PNP Switch Circuit Engine Torque Signal Circuit
P1780,toyota,Park Neutral Position Switch Malfunction Only For A/T
P1780,volkswagen,Engine Intervention Readable
P1781,,4X4 Switch Out of Self Test Range
P1781,ford,4x4 Low Switch is Out of Self-Test Range
P1781,lincoln,4x4 Low Switch is Out of Self-Test Range
P1781,mazda,Transmission 4x4 Low Switch Out Of Range Fault
P1781,mercedes,Upshift Delay Switchover Valve ATCC Y35
P1781,mercury,4x4 Low Switch is Out of Self-Test Range
P1781,nissan,Transmission 4x4 Low Switch Out Of Range Fault
P1781,volkswagen,Engine Torque Reduction Open Short To Ground
P1782,,P/ES Circuit Out Of Self Test Range
P1782,volkswagen,Engine Torque Reduction Short To B+
P1783,,Transmission Overtemperature Condition
P1783,ford,Transmission Over-Temperature Condition
P1783,lincoln,Transmission Over-Temperature Condition
P1783,mazda,Transmission Fluid Temperature High Input
P1783,mercury,Transmission Over-Temperature Condition
P1783,nissan,Transmission Fluid Temperature High Input
P1784,,Transmission Mechanical Failure - First And Reverse
P1784,ford,Transmission Mechanical Failure First And Reverse
P1784,lincoln,Transmission Mechanical Failure First And Reverse
P1784,mercury,Transmission Mechanical Failure First And Reverse
P1784,volkswagen,Shift Up Down Wire Open Short To Ground
P1785,,Transmission Mechanical Failure - First And Second
P1785,ford,Transmission Mechanical Failure First And Second
P1785,lincoln,Transmission Mechanical Failure First And Second
P1785,mercury,Transmission Mechanical Failure First And Second
P1785,volkswagen,Shift Up Down Wire Short To B+
P1786,,3-2 Downshift Error
P1786,volkswagen,Reversing Light Circuit Open
P1787,,2-1 Downshift Error
P1787,volkswagen,Reversing Light Circuit Short To Ground
P1788,,Pressure Control Solenoid "B" Open Circuit
P1788,acura,Automatic Transmission System Malfunction
P1788,ford,Pressure Control Solenoid B Open Circuit
P1788,honda,Automatic Transmission System Malfunction
P1788,infiniti,Automatic Transmission System Malfunction
P1788,lincoln,Pressure Control Solenoid B Open Circuit
P1788,mazda,Pressure Control Solenoid B Circuit Open
P1788,mercury,Pressure Control Solenoid B Open Circuit
P1788,nissan,Pressure Control Solenoid B Circuit Open
P1788,volkswagen,Reversing Light Circuit Short To B+
P1789,,Pressure Control Solenoid "B" Short Circuit
P1789,ford,Pressure Control Solenoid B Short Circuit
P1789,jaguar,Ignition Supply Malfunction
P1789,lincoln,Pressure Control Solenoid B Short Circuit
P1789,mazda,Pressure Control Solenoid B Circuit Shorted
P1789,mercury,Pressure Control Solenoid B Short Circuit
P1789,nissan,Pressure Control Solenoid B Circuit Shorted
P1789,volkswagen,Idle Speed Intervention Circuit Error Message From Engine Control
P1790,,TP (Mechanical) Circuit Malfunction
P1790,acura,TCM A/T TP Sensor Circuit Fault
P1790,buick,Transmission Control Module Checksum
P1790,cadillac,Transmission Control Module Checksum
P1790,chevy,Transmission Control Module Checksum
P1790,gm,Transmission Control Module Checksum
P1790,gmc,Transmission Control Module Checksum
P1790,honda,TCM A/T TP Sensor Circuit Fault
P1790,infiniti,TCM A/T TP Sensor Circuit Fault
P1790,jaguar,Ignition Supply Malfunction
P1790,mazda,TP Mechanical Circuit
P1790,nissan,TP Mechanical Circuit
P1790,oldsmobile,Transmission Control Module Checksum
P1790,saturn,Transmission Control Module Checksum
P1790,volkswagen,Transmission Range Display Circuit Open
P1791,,TP (Electric) Circuit Malfunction
P1791,acura,TCM A/T Vehicle Speed Sensor Circuit Fault
P1791,buick,Transmission Control Module Loop
P1791,cadillac,Transmission Control Module Loop
P1791,chevy,Transmission Control Module Loop
P1791,gm,Transmission Control Module Loop
P1791,gmc,Transmission Control Module Loop
P1791,honda,TCM A/T Vehicle Speed Sensor Circuit Fault
P1791,infiniti,TCM A/T Vehicle Speed Sensor Circuit Fault
P1791,jaguar,Ignition Supply Malfunction
P1791,mazda,TP Electric Circuit
P1791,mitsubishi,PCM ECT Level Signal To TCM Circuit Fault
P1791,nissan,TP Electric Circuit
P1791,oldsmobile,Transmission Control Module Loop
P1791,saturn,Transmission Control Module Loop
P1791,volkswagen,Transmission Range Display Circuit Short To Ground
P1792,,Barometer Pressure Circuit Malfunction
P1792,buick,Transmission Control Module Reprogrammable Memory
P1792,cadillac,Transmission Control Module Reprogrammable Memory
P1792,chevy,Transmission Control Module Reprogrammable Memory
P1792,gm,Transmission Control Module Reprogrammable Memory
P1792,gmc,Transmission Control Module Reprogrammable Memory
P1792,jaguar,Ignition Supply Malfunction
P1792,mazda,Barometer Pressure Circuit
P1792,nissan,Barometer Pressure Circuit
P1792,oldsmobile,Transmission Control Module Reprogrammable Memory
P1792,saturn,Transmission Control Module Reprogrammable Memory
P1792,volkswagen,Transmission Range Display Circuit Short To B+
P1793,,Intake Air Volume Circuit Malfunction
P1793,acura,Automatic Transmission System Malfunction
P1793,buick,Transmission control Module Stack Overrun
P1793,cadillac,Transmission Control Module Stack Overrun
P1793,chevy,Transmission Control Module Stack Overrun
P1793,gm,Transmission Control Module Stack Overrun
P1793,gmc,Transmission Control Module Stack Overrun
P1793,honda,Automatic Transmission System Malfunction
P1793,infiniti,Automatic Transmission System Malfunction
P1793,jaguar,Ignition Supply Malfunction
P1793,mazda,Intake Air Volume Circuit
P1793,nissan,Intake Air Volume Circuit
P1793,oldsmobile,Transmission Control Module Stack Overrun
P1793,saturn,Transmission Control Module Stack Overrun
P1793,volkswagen,Output Speed Sensor 2 Circuit No Signal
P1794,,Battery Voltage Circuit Malfunction
P1794,jaguar,Battery Voltage Circuit
P1794,kia,Battery Or Circuit Failure
P1794,mazda,Powertrain Control Module Battery Direct Power Circuit
P1794,nissan,Powertrain Control Module Battery Direct Power Circuit
P1795,,Idle Switch Circuit Malfunction
P1795,acura,Automatic Transmission System Malfunction
P1795,buick,CAN Bus Throttle Body Position
P1795,cadillac,CAN Bus Throttle Body Position
P1795,chevy,CAN Bus Throttle Body Position
P1795,gm,CAN Bus Throttle Body Position
P1795,gmc,CAN Bus Throttle Body Position
P1795,honda,Automatic Transmission System Malfunction
P1795,infiniti,Automatic Transmission System Malfunction
P1795,jaguar,Inconsistent CAN Level
P1795,kia,4WD Switch Signal Malfunction
P1795,mazda,Idle Switch Circuit
P1795,mitsubishi,Throttle Position Input Circuit To TCM
P1795,nissan,Idle Switch Circuit
P1795,oldsmobile,CAN Bus Throttle Body Position
P1795,saturn,CAN Bus Throttle Body Position
P1795,volkswagen,Vehicle Speed Signal Circuit Open
P1796,,Kick Down Switch Circuit Malfunction
P1796,jaguar,CAN Controller Circuit Bus Off
P1796,mazda,Kick Down Switch Circuit
P1796,nissan,Kick Down Switch Circuit
P1796,volkswagen,Vehicle Speed Signal Short To Ground
P1797,,Neutral Switch Circuit Malfunction
P1797,jaguar,CAN TCM ECM Circuit Malfunction
P1797,kia,Clutch Pedal Switch MT Or P/N Switch Circuit Fault
P1797,mazda,P/N Switch Open Or Short Circuit
P1797,nissan,P/N Switch Open Or Short Circuit
P1797,volkswagen,Vehicle Speed Signal Short To B+
P1798,,Coolant Temperature Circuit Malfunction
P1798,jaguar,CAN TCM INST Circuit Malfunction
P1798,mazda,Coolant Temperature Circuit
P1798,nissan,Coolant Temperature Circuit
P1798,volkswagen,Output Speed Sensor 2 Circuit Range Performance
P1799,,Hold Switch Circuit Malfunction
P1799,mazda,Hold Switch Circuit
P1799,nissan,Hold Switch Circuit
P1799,volkswagen,Output Speed Sensor 2 Circuit RPM Too High
P1800,,Transmission Clutch Interlock Safety Switch Circuit Failure
P1800,buick,TCM Power Control Relay Circuit Open
P1800,cadillac,TCM Power Control Relay Circuit Open
P1800,chevy,TCM Power Control Relay Circuit Open
P1800,gm,TCM Power Control Relay Circuit Open
P1800,gmc,TCM Power Control Relay Circuit Open
P1800,oldsmobile,TCM Power Control Relay Circuit Open
P1800,saturn,TCM Power Control Relay Circuit Open
P1801,,Transmission Clutch Interlock Safety Switch Open Circuit
P1801,buick,Performance Selector Switch Failure
P1801,cadillac,Performance Selector Switch Failure
P1801,chevy,Performance Selector Switch Failure
P1801,gm,Performance Selector Switch Failure
P1801,gmc,Performance Selector Switch Failure
P1801,oldsmobile,Performance Selector Switch Failure
P1801,saturn,Performance Selector Switch Failure
P1802,,Transmission Clutch Interlock Safety Switch Short Circuit To Battery
P1803,,Transmission Clutch Interlock Safety Switch Short Circuit To Ground
P1804,,Transmission 4-Wheel Drive High Indicator Circuit Failure
